id,Sentence,Aspect Term,polarity,from,to,cleaned_sentence,processed_sentence,aspect_category,predicted_sentiment
2812,"Same owner as the guy who owns Typhoon, which is just down the street on St. Marks and 1st Ave.",owner,neutral,5,10,same owner as the guy who owns typhoon which is just down the street on st marks and st ave,owner guy own typhoon street st mark st ave,service,neutral
1028,What generous portions!,portions,positive,14,22,what generous portions,generous portion,food,positive
2167,The workers there also absolutely load the bagel with cream cheese (gets a little messy).,workers,neutral,4,11,the workers there also absolutely load the bagel with cream cheese gets a little messy,worker absolutely load bagel cream cheese get little messy,others,neutral
2167,The workers there also absolutely load the bagel with cream cheese (gets a little messy).,bagel,neutral,43,48,the workers there also absolutely load the bagel with cream cheese gets a little messy,worker absolutely load bagel cream cheese get little messy,food,neutral
2167,The workers there also absolutely load the bagel with cream cheese (gets a little messy).,cream cheese,neutral,54,66,the workers there also absolutely load the bagel with cream cheese gets a little messy,worker absolutely load bagel cream cheese get little messy,food,neutral
573,The wine the service was very good too.,wine,positive,4,8,the wine the service was very good too,wine service good,food,positive
573,The wine the service was very good too.,service,positive,13,20,the wine the service was very good too,wine service good,service,positive
1082,"So, the menu is written in chalk above your head and it all sounds delicious.",menu,neutral,8,12,so the menu is written in chalk above your head and it all sounds delicious,menu write chalk head sound delicious,food,positive
1080,The highly spiced chai tea was great too.,chai tea,positive,18,26,the highly spiced chai tea was great too,highly spice chai tea great,others,positive
752,"I have been there many times, and food is good and consistent.",food,positive,34,38,i have been there many times and food is good and consistent,time food good consistent,food,positive
1641,"Seriously, this is the best all you can eat in town- As everyone says, the Spicy Tuna hand rolls are the best- have 4 of these, and you've broken even.",Spicy Tuna hand rolls,positive,75,96,seriously this is the best all you can eat in town as everyone says the spicy tuna hand rolls are the best have  of these and youve broken even,seriously good eat town say spicy tuna hand roll good ve break,food,positive
2897,"While Sapphire is certainly not lacking in ambiance, and probably has the best decor of any Indian restaurant I have been to in New York City, the food was not what I had hoped for.",food,negative,147,151,while sapphire is certainly not lacking in ambiance and probably has the best decor of any indian restaurant i have been to in new york city the food was not what i had hoped for,sapphire certainly lack ambiance probably good decor indian restaurant new york city food hop,food,positive
2897,"While Sapphire is certainly not lacking in ambiance, and probably has the best decor of any Indian restaurant I have been to in New York City, the food was not what I had hoped for.",ambiance,positive,43,51,while sapphire is certainly not lacking in ambiance and probably has the best decor of any indian restaurant i have been to in new york city the food was not what i had hoped for,sapphire certainly lack ambiance probably good decor indian restaurant new york city food hop,ambience,positive
2897,"While Sapphire is certainly not lacking in ambiance, and probably has the best decor of any Indian restaurant I have been to in New York City, the food was not what I had hoped for.",decor,positive,79,84,while sapphire is certainly not lacking in ambiance and probably has the best decor of any indian restaurant i have been to in new york city the food was not what i had hoped for,sapphire certainly lack ambiance probably good decor indian restaurant new york city food hop,ambience,positive
872,I would highly recommend this place to anyone looking for a casual atmosphere that whisks you away to the left bank of the river Seine.,atmosphere,positive,67,77,i would highly recommend this place to anyone looking for a casual atmosphere that whisks you away to the left bank of the river seine,highly recommend place look casual atmosphere whisk away left bank river seine,ambience,positive
2086,The meat dishes were only so-so.,meat dishes,neutral,4,15,the meat dishes were only soso,meat dish soso,food,neutral
3507,"His wife Tanya, the hostess, completes the comforting atmosphere by being delightfully warm and gracious.",hostess,positive,20,27,his wife tanya the hostess completes the comforting atmosphere by being delightfully warm and gracious,wife tanya hostess complete comfort atmosphere delightfully warm gracious,service,positive
3507,"His wife Tanya, the hostess, completes the comforting atmosphere by being delightfully warm and gracious.",atmosphere,positive,54,64,his wife tanya the hostess completes the comforting atmosphere by being delightfully warm and gracious,wife tanya hostess complete comfort atmosphere delightfully warm gracious,ambience,positive
957,"The menu consisted of standard brassiere food, better then places like Balthazar etc.",menu,positive,4,8,the menu consisted of standard brassiere food better then places like balthazar etc,menu consist standard brassiere food well place like balthazar etc,food,positive
957,"The menu consisted of standard brassiere food, better then places like Balthazar etc.",brassiere food,positive,31,45,the menu consisted of standard brassiere food better then places like balthazar etc,menu consist standard brassiere food well place like balthazar etc,food,positive
2249,"I have been a longtime fan of Holy Basil in the East Village, and while I do believe their food has slightly slipped in quality, I have been hesitant to be disloyal.",food,negative,91,95,i have been a longtime fan of holy basil in the east village and while i do believe their food has slightly slipped in quality i have been hesitant to be disloyal,longtime fan holy basil east village believe food slightly slip quality hesitant disloyal,food,positive
2249,"I have been a longtime fan of Holy Basil in the East Village, and while I do believe their food has slightly slipped in quality, I have been hesitant to be disloyal.",quality,negative,120,127,i have been a longtime fan of holy basil in the east village and while i do believe their food has slightly slipped in quality i have been hesitant to be disloyal,longtime fan holy basil east village believe food slightly slip quality hesitant disloyal,food,positive
1724,"But the best part about LS is the late night atmosphere, delightfully free of the BTs.",atmosphere,positive,45,55,but the best part about ls is the late night atmosphere delightfully free of the bts,good ls late night atmosphere delightfully free bt,ambience,positive
2080,We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.,Manager,positive,29,36,we even had a visit from the manager who wanted to make sure we were enjoying ourselves,visit manager want sure enjoy,service,positive
866,The staff there is very attentive and down to earth.,staff,positive,4,9,the staff there is very attentive and down to earth,staff attentive earth,service,neutral
1031,"You don't go to Mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.",service,negative,35,42,you dont go to mizu for excellent service you go for the large amounts of food the amiable atmosphere and the holeinthewall feeling of the place,not mizu excellent service large amount food amiable atmosphere holeinthewall feeling place,service,positive
1031,"You don't go to Mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.",food,positive,76,80,you dont go to mizu for excellent service you go for the large amounts of food the amiable atmosphere and the holeinthewall feeling of the place,not mizu excellent service large amount food amiable atmosphere holeinthewall feeling place,food,positive
1031,"You don't go to Mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.",atmosphere,positive,94,104,you dont go to mizu for excellent service you go for the large amounts of food the amiable atmosphere and the holeinthewall feeling of the place,not mizu excellent service large amount food amiable atmosphere holeinthewall feeling place,ambience,positive
712,"The service is always bad though, don't expect much of anything from your server, and I would not recommend bringing a date here either.",service,negative,4,11,the service is always bad though dont expect much of anything from your server and i would not recommend bringing a date here either,service bad not expect server recommend bring date,service,negative
712,"The service is always bad though, don't expect much of anything from your server, and I would not recommend bringing a date here either.",server,negative,74,80,the service is always bad though dont expect much of anything from your server and i would not recommend bringing a date here either,service bad not expect server recommend bring date,service,negative
3226,Monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,prix fix,positive,39,47,monday nights are a bargain at the  prix fix  this includes a three course meal plus three glasses of wine paired with each course,monday night bargain prix fix include course meal plus glass wine pair course,others,positive
3226,Monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,three course meal,positive,66,83,monday nights are a bargain at the  prix fix  this includes a three course meal plus three glasses of wine paired with each course,monday night bargain prix fix include course meal plus glass wine pair course,food,positive
3226,Monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,glasses of wine,positive,97,112,monday nights are a bargain at the  prix fix  this includes a three course meal plus three glasses of wine paired with each course,monday night bargain prix fix include course meal plus glass wine pair course,food,positive
3226,Monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,course,neutral,130,136,monday nights are a bargain at the  prix fix  this includes a three course meal plus three glasses of wine paired with each course,monday night bargain prix fix include course meal plus glass wine pair course,others,positive
931,It took them 15 minutes to put water in our glasses.,water,neutral,31,36,it took them  minutes to put water in our glasses,take minute water glass,food,neutral
979,The service is descent even when this small place is packed.,service,positive,4,11,the service is descent even when this small place is packed,service descent small place pack,service,neutral
979,The service is descent even when this small place is packed.,place,negative,44,49,the service is descent even when this small place is packed,service descent small place pack,location,neutral
1205,This is the best sushi in new york city - hands down.,sushi,positive,17,22,this is the best sushi in new york city  hands down,good sushi new york city hand,food,positive
3603,I have eaten a lot of pizza here.,pizza,neutral,22,27,i have eaten a lot of pizza here,eat lot pizza,food,neutral
2567,Great value for the quality ingredients.,ingredients,positive,28,39,great value for the quality ingredients,great value quality ingredient,food,positive
1419,"The Thali was small, thoroughly unremarkable, and $14.95.",Thali,negative,4,9,the thali was small thoroughly unremarkable and ,thali small thoroughly unremarkable,others,neutral
305,The sushi is also great!,sushi,positive,4,9,the sushi is also great,sushi great,food,positive
2843,From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,chef app,positive,23,31,from the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that i cant remember because of the fabulous cakebread cabernet we were drinking  the whole evening was amazing,complimentary chef app delicate butternut squash ravioli delicious truffle sauce amazing buttery tender langostine entree dessert not remember fabulous cakebread cabernet drink evening amazing,service,positive
2843,From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,delicate butternut squash ravioli in a delicious truffle sauce,positive,37,99,from the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that i cant remember because of the fabulous cakebread cabernet we were drinking  the whole evening was amazing,complimentary chef app delicate butternut squash ravioli delicious truffle sauce amazing buttery tender langostine entree dessert not remember fabulous cakebread cabernet drink evening amazing,food,positive
2843,From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,buttery and tender langostine entree,positive,114,150,from the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that i cant remember because of the fabulous cakebread cabernet we were drinking  the whole evening was amazing,complimentary chef app delicate butternut squash ravioli delicious truffle sauce amazing buttery tender langostine entree dessert not remember fabulous cakebread cabernet drink evening amazing,food,positive
2843,From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,dessert,neutral,156,163,from the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that i cant remember because of the fabulous cakebread cabernet we were drinking  the whole evening was amazing,complimentary chef app delicate butternut squash ravioli delicious truffle sauce amazing buttery tender langostine entree dessert not remember fabulous cakebread cabernet drink evening amazing,food,positive
2843,From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,Cakebread Cabernet,positive,210,228,from the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that i cant remember because of the fabulous cakebread cabernet we were drinking  the whole evening was amazing,complimentary chef app delicate butternut squash ravioli delicious truffle sauce amazing buttery tender langostine entree dessert not remember fabulous cakebread cabernet drink evening amazing,food,positive
1931,Truly the mark of an attentive waiter.,waiter,positive,31,37,truly the mark of an attentive waiter,truly mark attentive waiter,service,positive
181,"The food here is rather good, but only if you like to wait for it.",food,positive,4,8,the food here is rather good but only if you like to wait for it,food good like wait,food,positive
3579,I got an excellent piece of cheesecake and we had several other nice pastries.,cheesecake,positive,28,38,i got an excellent piece of cheesecake and we had several other nice pastries,get excellent piece cheesecake nice pastry,food,positive
3579,I got an excellent piece of cheesecake and we had several other nice pastries.,pastries,positive,69,77,i got an excellent piece of cheesecake and we had several other nice pastries,get excellent piece cheesecake nice pastry,others,positive
2455,"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.",staff,positive,4,9,the staff is very kind and well trained theyre fast they are always prompt to jump behind the bar and fix drinks they know details of every item in the menu and make excelent recomendations,staff kind train fast prompt jump bar fix drink know detail item menu excelent recomendation,service,positive
2455,"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.",bar,neutral,97,100,the staff is very kind and well trained theyre fast they are always prompt to jump behind the bar and fix drinks they know details of every item in the menu and make excelent recomendations,staff kind train fast prompt jump bar fix drink know detail item menu excelent recomendation,food,positive
2455,"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.",drinks,neutral,109,115,the staff is very kind and well trained theyre fast they are always prompt to jump behind the bar and fix drinks they know details of every item in the menu and make excelent recomendations,staff kind train fast prompt jump bar fix drink know detail item menu excelent recomendation,food,positive
2455,"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.",menu,neutral,156,160,the staff is very kind and well trained theyre fast they are always prompt to jump behind the bar and fix drinks they know details of every item in the menu and make excelent recomendations,staff kind train fast prompt jump bar fix drink know detail item menu excelent recomendation,food,positive
2040,The makhani was OK --the korma was bland.,makhani,neutral,4,11,the makhani was ok the korma was bland,makhani ok korma bland,others,positive
2040,The makhani was OK --the korma was bland.,korma,negative,25,30,the makhani was ok the korma was bland,makhani ok korma bland,others,positive
3080,The food is inventive but still keeps traditional indian flavoring.,food,positive,4,8,the food is inventive but still keeps traditional indian flavoring,food inventive keep traditional indian flavoring,food,neutral
1465,"though the service could be better (possibly due to more than one very large group in the house), it is very cordial and warm, as is the general clientele.",service,conflict,11,18,though the service could be better possibly due to more than one very large group in the house it is very cordial and warm as is the general clientele,service well possibly large group house cordial warm general clientele,service,positive
2927,"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.",decor,positive,4,9,the decor in this place is very dinerish and the kind of place you expect in the east village  not romantic just simple small and sparse,decor place dinerish kind place expect east village romantic simple small sparse,ambience,negative
2927,"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.",place,positive,58,63,the decor in this place is very dinerish and the kind of place you expect in the east village  not romantic just simple small and sparse,decor place dinerish kind place expect east village romantic simple small sparse,location,negative
1544,This is a cute place and could be good but they need to get their act together.,place,positive,15,20,this is a cute place and could be good but they need to get their act together,cute place good need act,location,positive
2161,The lox is always fresh too.,lox,positive,4,7,the lox is always fresh too,lox fresh,others,positive
1341,Service was very friendly.,Service,positive,0,7,service was very friendly,service friendly,service,positive
3468,So all I'm trying to say is this restaurant is by far the best thai food restaurant I've ever been to.,thai food,positive,63,72,so all im trying to say is this restaurant is by far the best thai food restaurant ive ever been to,m try restaurant far good thai food restaurant ve,food,positive
840,Food was OK - fish was cooked well.,Food,neutral,0,4,food was ok  fish was cooked well,food ok fish cook,food,positive
840,Food was OK - fish was cooked well.,fish,positive,14,18,food was ok  fish was cooked well,food ok fish cook,food,positive
1011,We actually left hungry and went across the street to Wo Hop at 15 Mott street for some good chinese food.,chinese food,positive,93,105,we actually left hungry and went across the street to wo hop at  mott street for some good chinese food,actually leave hungry go street will hop mott street good chinese food,food,positive
698,The duck confit is always amazing and the foie gras terrine with figs was out of this world.,foie gras terrine with figs,positive,42,69,the duck confit is always amazing and the foie gras terrine with figs was out of this world,duck confit amazing foie gras terrine fig world,others,positive
698,The duck confit is always amazing and the foie gras terrine with figs was out of this world.,duck confit,positive,4,15,the duck confit is always amazing and the foie gras terrine with figs was out of this world,duck confit amazing foie gras terrine fig world,food,positive
14,"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",staff,negative,82,87,the whole set up is truly unprofessional and i wish cafe noir would get some good staff because despite the current one this is a great place,set truly unprofessional wish cafe noir good staff despite current great place,service,positive
557,The service does sometimes lack focus and it is not ideal if you are in a hurry but I have never been treated rudely.,service,conflict,4,11,the service does sometimes lack focus and it is not ideal if you are in a hurry but i have never been treated rudely,service lack focus ideal hurry treat rudely,service,positive
3302,The staff offers impeccable service.,staff,positive,4,9,the staff offers impeccable service,staff offer impeccable service,service,neutral
3302,The staff offers impeccable service.,service,positive,28,35,the staff offers impeccable service,staff offer impeccable service,service,neutral
160,We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,Gulab Jamun (dessert),positive,40,61,we ended our great experience by having gulab jamun dessert recommended by the waiter,end great experience have gulab jamun dessert recommend waiter,food,positive
160,We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,waiter,positive,81,87,we ended our great experience by having gulab jamun dessert recommended by the waiter,end great experience have gulab jamun dessert recommend waiter,service,positive
2427,"This place doesn't compare with Mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion.",price,negative,53,58,this place doesnt compare with mamouns in terms of price freshness value and consisent quality but thats just my opinion,place not compare mamoun term price freshness value consisent quality s opinion,price,positive
2427,"This place doesn't compare with Mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion.",freshness,negative,60,69,this place doesnt compare with mamouns in terms of price freshness value and consisent quality but thats just my opinion,place not compare mamoun term price freshness value consisent quality s opinion,food,positive
2427,"This place doesn't compare with Mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion.",value,negative,71,76,this place doesnt compare with mamouns in terms of price freshness value and consisent quality but thats just my opinion,place not compare mamoun term price freshness value consisent quality s opinion,price,positive
2427,"This place doesn't compare with Mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion.",quality,negative,92,99,this place doesnt compare with mamouns in terms of price freshness value and consisent quality but thats just my opinion,place not compare mamoun term price freshness value consisent quality s opinion,food,positive
2404,"The place is sleek, modern and playfull and i will return again frequently.",place,positive,4,9,the place is sleek modern and playfull and i will return again frequently,place sleek modern playfull return frequently,location,neutral
116,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",food,positive,99,103,i have known about this secret for the last  years emiliothe godfather has continued to serve food and wine for the gods at mortal prices,know secret year emiliothe godfather continue serve food wine god mortal price,food,neutral
116,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",wine,positive,108,112,i have known about this secret for the last  years emiliothe godfather has continued to serve food and wine for the gods at mortal prices,know secret year emiliothe godfather continue serve food wine god mortal price,food,neutral
116,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",prices,positive,136,142,i have known about this secret for the last  years emiliothe godfather has continued to serve food and wine for the gods at mortal prices,know secret year emiliothe godfather continue serve food wine god mortal price,price,neutral
2008,The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,brioche and lollies,positive,4,23,the brioche and lollies as party favors is a cute and sweet touch to a most memorable meal,brioche lolly party favor cute sweet touch memorable meal,others,positive
2008,The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,meal,positive,86,90,the brioche and lollies as party favors is a cute and sweet touch to a most memorable meal,brioche lolly party favor cute sweet touch memorable meal,food,positive
2206,"After being told that our party of three would be seated in 10 minutes and watching other parties (multiples of 2 and higher) seated for 40 minutes, the three of us were squished into a small 2-person table.",2-person table,negative,192,206,after being told that our party of three would be seated in  minutes and watching other parties multiples of  and higher seated for  minutes the three of us were squished into a small person table,tell party seat minute watch party multiple high seat minute squish small person table,price,positive
1010,And the bill was outragous.,bill,negative,8,12,and the bill was outragous,bill outragous,price,neutral
89,"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.",service,conflict,4,11,the service was attentive yet unimposing the food was far better than many notorious restaurants in midtown and the wine list is extensive and well priced,service attentive unimposing food far well notorious restaurant midtown wine list extensive price,service,positive
89,"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.",food,positive,47,51,the service was attentive yet unimposing the food was far better than many notorious restaurants in midtown and the wine list is extensive and well priced,service attentive unimposing food far well notorious restaurant midtown wine list extensive price,food,positive
89,"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.",wine list,positive,118,127,the service was attentive yet unimposing the food was far better than many notorious restaurants in midtown and the wine list is extensive and well priced,service attentive unimposing food far well notorious restaurant midtown wine list extensive price,food,positive
89,"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.",priced,positive,150,156,the service was attentive yet unimposing the food was far better than many notorious restaurants in midtown and the wine list is extensive and well priced,service attentive unimposing food far well notorious restaurant midtown wine list extensive price,price,positive
2994,"Kind, attentive wait staff.",wait staff,positive,16,26,kind attentive wait staff,kind attentive wait staff,service,positive
2572,Salads were fantastic.,Salads,positive,0,6,salads were fantastic,salad fantastic,food,positive
1288,The owners and employees are friendly and their pizza is fantastic.,owners,positive,4,10,the owners and employees are friendly and their pizza is fantastic,owner employee friendly pizza fantastic,service,positive
1288,The owners and employees are friendly and their pizza is fantastic.,employees,positive,15,24,the owners and employees are friendly and their pizza is fantastic,owner employee friendly pizza fantastic,service,positive
1288,The owners and employees are friendly and their pizza is fantastic.,pizza,positive,48,53,the owners and employees are friendly and their pizza is fantastic,owner employee friendly pizza fantastic,food,positive
1723,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",food,positive,4,8,the food is yummy especially their cookedtoperfection mussels in spicy tomato sauce and their shoestring crispy fries,food yummy especially cookedtoperfection mussel spicy tomato sauce shoestring crispy fry,food,positive
1723,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",mussels in spicy tomato sauce,positive,57,86,the food is yummy especially their cookedtoperfection mussels in spicy tomato sauce and their shoestring crispy fries,food yummy especially cookedtoperfection mussel spicy tomato sauce shoestring crispy fry,food,positive
1723,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",fries,positive,115,120,the food is yummy especially their cookedtoperfection mussels in spicy tomato sauce and their shoestring crispy fries,food yummy especially cookedtoperfection mussel spicy tomato sauce shoestring crispy fry,food,positive
3491,The food is authentic Italian - delicious!,food,positive,4,8,the food is authentic italian  delicious,food authentic italian delicious,food,positive
2909,skip dessert.,dessert,negative,5,12,skip dessert,skip dessert,food,neutral
3172,I complete the total bagel experience by having it lightly toasted.,bagel,positive,21,26,i complete the total bagel experience by having it lightly toasted,complete total bagel experience have lightly toast,food,neutral
1795,It was like the servers forgot that they actually worked there and instead wanted to hang out and be cool.,servers,negative,16,23,it was like the servers forgot that they actually worked there and instead wanted to hang out and be cool,like server forget actually work instead want hang cool,service,positive
3438,The service is good and ambience is good for a date or group outing.,service,positive,4,11,the service is good and ambience is good for a date or group outing,service good ambience good date group outing,service,positive
3438,The service is good and ambience is good for a date or group outing.,ambience,positive,24,32,the service is good and ambience is good for a date or group outing,service good ambience good date group outing,ambience,positive
1276,A great way to make some money is to buy a case of snapple from Costco and sell it right outside for only $2.50.,case of snapple,neutral,43,58,a great way to make some money is to buy a case of snapple from costco and sell it right outside for only ,great way money buy case snapple costco sell right outside,others,positive
730,It's all about the food !!,food,positive,19,23,its all about the food ,food,food,neutral
1870,Fast service.,service,positive,5,12,fast service,fast service,service,neutral
1519,"The staff is excellent, specjal: that girl behind the bar, european chic.",staff,positive,4,9,the staff is excellent specjal that girl behind the bar european chic,staff excellent specjal girl bar european chic,service,positive
1519,"The staff is excellent, specjal: that girl behind the bar, european chic.",bar,neutral,54,57,the staff is excellent specjal that girl behind the bar european chic,staff excellent specjal girl bar european chic,food,positive
2904,"stick with the chicken, beef, and lamb dishes.",chicken,positive,15,22,stick with the chicken beef and lamb dishes,stick chicken beef lamb dish,food,neutral
2904,"stick with the chicken, beef, and lamb dishes.",beef,positive,24,28,stick with the chicken beef and lamb dishes,stick chicken beef lamb dish,food,neutral
2904,"stick with the chicken, beef, and lamb dishes.",lamb dishes,positive,34,45,stick with the chicken beef and lamb dishes,stick chicken beef lamb dish,food,neutral
1009,"The service was bad, the food took to forever to come, we sat on the upper level.",service,negative,4,11,the service was bad the food took to forever to come we sat on the upper level,service bad food take forever come sit upper level,service,negative
1009,"The service was bad, the food took to forever to come, we sat on the upper level.",food,negative,25,29,the service was bad the food took to forever to come we sat on the upper level,service bad food take forever come sit upper level,food,negative
2642,"We a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident.",quality,positive,68,75,we a menu that rearely changese xcept for one or two specials the quality and care they put in thier food in evident,menu rearely changese xcept special quality care thier food evident,food,positive
2642,"We a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident.",care,positive,80,84,we a menu that rearely changese xcept for one or two specials the quality and care they put in thier food in evident,menu rearely changese xcept special quality care thier food evident,others,positive
2642,"We a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident.",food,positive,103,107,we a menu that rearely changese xcept for one or two specials the quality and care they put in thier food in evident,menu rearely changese xcept special quality care thier food evident,food,positive
2642,"We a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident.",specials,neutral,54,62,we a menu that rearely changese xcept for one or two specials the quality and care they put in thier food in evident,menu rearely changese xcept special quality care thier food evident,food,positive
1460,"The decor is nice, but more casual than fine dining.",decor,conflict,4,9,the decor is nice but more casual than fine dining,decor nice casual fine dining,ambience,positive
307,This restaurant is a wonderful place to go many times and it is reasonably priced.,priced,positive,75,81,this restaurant is a wonderful place to go many times and it is reasonably priced,restaurant wonderful place time reasonably price,price,positive
1338,"Bottom line: B+ for the food, F for the service.",food,positive,24,28,bottom line b for the food f for the service,line b food f service,food,neutral
1338,"Bottom line: B+ for the food, F for the service.",service,negative,40,47,bottom line b for the food f for the service,line b food f service,service,neutral
1625,The only thing the waiters don't do for you is wipe your chin when you leave.,waiters,positive,19,26,the only thing the waiters dont do for you is wipe your chin when you leave,thing waiter not wipe chin leave,service,negative
2095,"Stick to dimsum, not super overpriced noodles.",noodles,neutral,38,45,stick to dimsum not super overpriced noodles,stick dimsum super overpriced noodle,food,negative
2095,"Stick to dimsum, not super overpriced noodles.",dimsum,positive,9,15,stick to dimsum not super overpriced noodles,stick dimsum super overpriced noodle,others,negative
989,The service is fine and they allow you to enjoy the view.,service,positive,4,11,the service is fine and they allow you to enjoy the view,service fine allow enjoy view,service,positive
989,The service is fine and they allow you to enjoy the view.,view,positive,52,56,the service is fine and they allow you to enjoy the view,service fine allow enjoy view,ambience,positive
3047,"We, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude.",staff,negative,75,80,we there were four of us arrived at noon  the place was empty  and the staff acted like we were imposing on them and they were very rude,arrive noon place staff act like impose rude,service,negative
2993,delicious simple food in nice outdoor atmosphere.,food,positive,17,21,delicious simple food in nice outdoor atmosphere,delicious simple food nice outdoor atmosphere,food,positive
2993,delicious simple food in nice outdoor atmosphere.,atmosphere,positive,38,48,delicious simple food in nice outdoor atmosphere,delicious simple food nice outdoor atmosphere,ambience,positive
3108,"The food is good, but very expensive for the casualness of it.",food,conflict,4,8,the food is good but very expensive for the casualness of it,food good expensive casualness,food,positive
3439,The only fallback on this restaurant is the prices.,prices,negative,44,50,the only fallback on this restaurant is the prices,fallback restaurant price,price,neutral
1604,I've been to Naples 45 for dinner twice.,dinner,neutral,27,33,ive been to naples  for dinner twice,ve naple dinner twice,food,neutral
1440,The hot and sour soup was unbearably hot and tasted of only pepper and nothing else.,soup,negative,17,21,the hot and sour soup was unbearably hot and tasted of only pepper and nothing else,hot sour soup unbearably hot taste pepper,food,neutral
1440,The hot and sour soup was unbearably hot and tasted of only pepper and nothing else.,pepper,negative,60,66,the hot and sour soup was unbearably hot and tasted of only pepper and nothing else,hot sour soup unbearably hot taste pepper,food,neutral
351,Try sushimi cucumber roll.,sushimi cucumber roll,positive,4,25,try sushimi cucumber roll,try sushimi cucumber roll,food,neutral
